dataset,sample_size,seed,iteration,split,method,accuracy,macro_f1,delta_vs_vanilla,delta_vs_random_aug,per_class_accuracy_delta,result_file
trec,8,1,,,error_driven,79.4,65.04844003639982,1.0,23.200000000000003,"{""0"": 0.0, ""1"": null, ""10"": 0.0, ""11"": 14.285714285714278, ""12"": 0.0, ""13"": 0.0, ""14"": -8.333333333333332, ""16"": 18.0, ""18"": -25.0, ""19"": 0.0, ""2"": 18.75, ""20"": 0.0, ""21"": -14.285714285714292, ""22"": 0.0, ""23"": 0.0, ""24"": 0.0, ""25"": 0.0, ""26"": -33.33333333333334, ""27"": -50.0, ""28"": 0.0, ""29"": -6.666666666666671, ""3"": -12.5, ""30"": 0.0, ""31"": 40.0, ""32"": 0.0, ""33"": null, ""34"": -33.33333333333334, ""35"": 0.0, ""36"": 0.0, ""37"": -16.666666666666664, ""38"": 16.666666666666657, ""39"": null, ""4"": -7.272727272727266, ""40"": 0.0, ""41"": 0.0, ""43"": 18.75, ""44"": 0.0, ""45"": null, ""46"": null, ""47"": 0.0, ""48"": 0.0, ""49"": 100.0, ""5"": 0.0, ""6"": 0.0, ""7"": -4.065040650406502, ""8"": 0.0, ""9"": 0.0}",/tmp/cloud3_results_k5bbj9te/trec/8-shot/seed-1/error_driven.json
trec,8,1,,,random_aug,56.2,51.90531015930709,-22.200000000000003,0.0,"{""0"": 0.0, ""1"": null, ""10"": 0.0, ""11"": 0.0, ""12"": -42.857142857142854, ""13"": 0.0, ""14"": 8.333333333333332, ""15"": null, ""16"": -50.0, ""18"": 0.0, ""19"": 0.0, ""2"": 12.5, ""20"": 0.0, ""21"": -14.285714285714292, ""22"": 5.555555555555543, ""23"": 0.0, ""24"": 0.0, ""25"": 33.33333333333334, ""26"": -33.33333333333334, ""27"": -50.0, ""28"": 0.0, ""29"": -6.666666666666671, ""3"": -12.5, ""30"": 0.0, ""31"": 60.0, ""32"": 0.0, ""33"": null, ""34"": 0.0, ""35"": 0.0, ""36"": 0.0, ""37"": 0.0, ""38"": 16.666666666666657, ""39"": null, ""4"": -85.45454545454545, ""40"": 0.0, ""41"": 0.0, ""43"": -12.5, ""44"": 0.0, ""45"": null, ""46"": null, ""47"": 0.0, ""48"": 0.0, ""49"": 16.666666666666664, ""5"": 0.0, ""6"": 0.0, ""7"": -30.89430894308942, ""8"": 0.0, ""9"": 0.0}",/tmp/cloud3_results_k5bbj9te/trec/8-shot/seed-1/random_aug.json
trec,8,1,,,vanilla,78.4,63.79764094341965,0.0,22.200000000000003,"{""0"": 0.0, ""10"": 0.0, ""11"": 0.0, ""12"": 0.0, ""13"": 0.0, ""14"": 0.0, ""16"": 0.0, ""18"": 0.0, ""19"": 0.0, ""2"": 0.0, ""20"": 0.0, ""21"": 0.0, ""22"": 0.0, ""23"": 0.0, ""24"": 0.0, ""25"": 0.0, ""26"": 0.0, ""27"": 0.0, ""28"": 0.0, ""29"": 0.0, ""3"": 0.0, ""30"": 0.0, ""31"": 0.0, ""32"": 0.0, ""33"": null, ""34"": 0.0, ""35"": 0.0, ""36"": 0.0, ""37"": 0.0, ""38"": 0.0, ""39"": null, ""4"": 0.0, ""40"": 0.0, ""41"": 0.0, ""43"": 0.0, ""44"": 0.0, ""45"": null, ""46"": null, ""47"": 0.0, ""48"": 0.0, ""49"": 0.0, ""5"": 0.0, ""6"": 0.0, ""7"": 0.0, ""8"": 0.0, ""9"": 0.0}",/tmp/cloud3_results_k5bbj9te/trec/8-shot/seed-1/vanilla.json
trec,8,2,,,error_driven,76.4,62.47920207486359,2.0,30.0,"{""0"": 0.0, ""1"": null, ""10"": 0.0, ""11"": 0.0, ""12"": 0.0, ""13"": -22.222222222222214, ""14"": 0.0, ""16"": -4.0, ""18"": 0.0, ""19"": 0.0, ""2"": 0.0, ""20"": 0.0, ""21"": 28.57142857142857, ""22"": -33.33333333333333, ""23"": 0.0, ""24"": 0.0, ""25"": 0.0, ""26"": 33.33333333333334, ""27"": 0.0, ""28"": 0.0, ""29"": 0.0, ""3"": 0.0, ""30"": 0.0, ""31"": 0.0, ""32"": 0.0, ""33"": null, ""34"": -33.33333333333334, ""35"": 0.0, ""36"": 0.0, ""37"": -16.666666666666664, ""38"": -16.666666666666657, ""39"": null, ""4"": 34.54545454545454, ""40"": 0.0, ""41"": 0.0, ""43"": 12.5, ""44"": 0.0, ""45"": null, ""46"": null, ""47"": -25.0, ""48"": 0.0, ""49"": 0.0, ""5"": 16.666666666666657, ""6"": 0.0, ""7"": 0.0, ""8"": 0.0, ""9"": 0.0}",/tmp/cloud3_results_k5bbj9te/trec/8-shot/seed-2/error_driven.json
trec,8,2,,,random_aug,46.400000000000006,51.75743936734199,-28.0,0.0,"{""0"": 0.0, ""1"": null, ""10"": 0.0, ""11"": -28.57142857142857, ""12"": 0.0, ""13"": 0.0, ""14"": 0.0, ""16"": -28.0, ""18"": 25.0, ""19"": 0.0, ""2"": 0.0, ""20"": 0.0, ""21"": 14.285714285714278, ""22"": 0.0, ""23"": 0.0, ""24"": 50.0, ""25"": 0.0, ""26"": 0.0, ""27"": 0.0, ""28"": 0.0, ""29"": -6.666666666666671, ""3"": 12.5, ""30"": 0.0, ""31"": 0.0, ""32"": -100.0, ""33"": null, ""34"": 0.0, ""35"": 0.0, ""36"": 0.0, ""37"": -16.666666666666664, ""38"": 0.0, ""39"": null, ""4"": -32.72727272727273, ""40"": 0.0, ""41"": 0.0, ""43"": 6.25, ""44"": 0.0, ""45"": null, ""46"": null, ""47"": 0.0, ""48"": 0.0, ""49"": 0.0, ""5"": 0.0, ""6"": 0.0, ""7"": -85.3658536585366, ""8"": -2.1276595744680833, ""9"": -16.666666666666657}",/tmp/cloud3_results_k5bbj9te/trec/8-shot/seed-2/random_aug.json
trec,8,2,,,vanilla,74.4,60.37209582982997,0.0,28.0,"{""0"": 0.0, ""1"": null, ""10"": 0.0, ""11"": 0.0, ""12"": 0.0, ""13"": 0.0, ""14"": 0.0, ""16"": 0.0, ""18"": 0.0, ""19"": 0.0, ""2"": 0.0, ""20"": 0.0, ""21"": 0.0, ""22"": 0.0, ""23"": 0.0, ""24"": 0.0, ""25"": 0.0, ""26"": 0.0, ""27"": 0.0, ""28"": 0.0, ""29"": 0.0, ""3"": 0.0, ""30"": 0.0, ""31"": 0.0, ""32"": 0.0, ""33"": null, ""34"": 0.0, ""35"": 0.0, ""36"": 0.0, ""37"": 0.0, ""38"": 0.0, ""39"": null, ""4"": 0.0, ""40"": 0.0, ""41"": 0.0, ""43"": 0.0, ""44"": 0.0, ""45"": null, ""47"": 0.0, ""48"": 0.0, ""49"": 0.0, ""5"": 0.0, ""6"": 0.0, ""7"": 0.0, ""8"": 0.0, ""9"": 0.0}",/tmp/cloud3_results_k5bbj9te/trec/8-shot/seed-2/vanilla.json
trec,8,3,,,error_driven,64.60000000000001,58.85931746392795,-2.799999999999997,7.600000000000016,"{""0"": 0.0, ""10"": 0.0, ""11"": 0.0, ""12"": 42.857142857142854, ""13"": -11.1111111111111, ""14"": -16.666666666666664, ""16"": -1.9999999999999858, ""18"": -25.0, ""19"": 0.0, ""2"": 25.0, ""20"": 0.0, ""21"": -14.285714285714285, ""22"": 11.1111111111111, ""23"": 0.0, ""24"": 0.0, ""25"": 0.0, ""26"": -66.66666666666667, ""27"": 50.0, ""28"": 0.0, ""29"": 13.333333333333343, ""3"": -12.5, ""30"": 0.0, ""31"": 0.0, ""32"": -100.0, ""33"": null, ""34"": -100.0, ""35"": 0.0, ""36"": 0.0, ""37"": 8.333333333333336, ""38"": -16.666666666666657, ""39"": null, ""4"": 19.999999999999986, ""40"": 0.0, ""41"": 0.0, ""43"": 12.5, ""44"": 0.0, ""45"": null, ""46"": null, ""47"": 0.0, ""48"": 0.0, ""49"": 100.0, ""5"": 0.0, ""6"": 0.0, ""7"": -26.01626016260163, ""8"": -2.1276595744680833, ""9"": 0.0}",/tmp/cloud3_results_k5bbj9te/trec/8-shot/seed-3/error_driven.json
trec,8,3,,,random_aug,56.99999999999999,56.40669586031872,-10.400000000000013,0.0,"{""0"": 0.0, ""10"": 0.0, ""11"": 0.0, ""12"": 0.0, ""13"": -11.1111111111111, ""14"": 0.0, ""16"": -9.999999999999993, ""17"": null, ""18"": 0.0, ""19"": 0.0, ""2"": -6.25, ""20"": 0.0, ""21"": 0.0, ""22"": 0.0, ""23"": 0.0, ""24"": 0.0, ""25"": 0.0, ""26"": -33.33333333333334, ""27"": 0.0, ""28"": 0.0, ""29"": 13.333333333333343, ""3"": 12.5, ""30"": 0.0, ""31"": 0.0, ""32"": 0.0, ""33"": null, ""34"": 0.0, ""35"": 0.0, ""36"": 0.0, ""37"": 0.0, ""38"": 0.0, ""39"": null, ""4"": 19.999999999999986, ""40"": 0.0, ""41"": 0.0, ""43"": -6.25, ""44"": 0.0, ""45"": null, ""46"": null, ""47"": 0.0, ""48"": 0.0, ""49"": 0.0, ""5"": 0.0, ""6"": 0.0, ""7"": -45.52845528455285, ""8"": 0.0, ""9"": -16.666666666666686}",/tmp/cloud3_results_k5bbj9te/trec/8-shot/seed-3/random_aug.json
trec,8,3,,,vanilla,67.4,57.88140051806153,0.0,10.400000000000013,"{""0"": 0.0, ""10"": 0.0, ""11"": 0.0, ""12"": 0.0, ""13"": 0.0, ""14"": 0.0, ""16"": 0.0, ""18"": 0.0, ""19"": 0.0, ""2"": 0.0, ""20"": 0.0, ""21"": 0.0, ""22"": 0.0, ""23"": 0.0, ""24"": 0.0, ""25"": 0.0, ""26"": 0.0, ""27"": 0.0, ""28"": 0.0, ""29"": 0.0, ""3"": 0.0, ""30"": 0.0, ""31"": 0.0, ""32"": 0.0, ""33"": null, ""34"": 0.0, ""35"": 0.0, ""36"": 0.0, ""37"": 0.0, ""38"": 0.0, ""39"": null, ""4"": 0.0, ""40"": 0.0, ""41"": 0.0, ""43"": 0.0, ""44"": 0.0, ""45"": null, ""46"": null, ""47"": 0.0, ""48"": 0.0, ""49"": 0.0, ""5"": 0.0, ""6"": 0.0, ""7"": 0.0, ""8"": 0.0, ""9"": 0.0}",/tmp/cloud3_results_k5bbj9te/trec/8-shot/seed-3/vanilla.json
trec,8,4,,,error_driven,81.6,67.51601945865579,0.9999999999999858,29.39999999999999,"{""0"": 0.0, ""1"": null, ""10"": 0.0, ""11"": 0.0, ""12"": 0.0, ""13"": 0.0, ""14"": 0.0, ""16"": 16.0, ""18"": 0.0, ""19"": 0.0, ""2"": 18.75, ""20"": 0.0, ""21"": -42.857142857142854, ""22"": 0.0, ""23"": 0.0, ""24"": 0.0, ""25"": -33.33333333333334, ""26"": 0.0, ""27"": 0.0, ""28"": 0.0, ""29"": 0.0, ""3"": -37.5, ""30"": 0.0, ""31"": 0.0, ""32"": 0.0, ""33"": null, ""34"": -100.0, ""35"": 0.0, ""36"": 0.0, ""37"": 8.333333333333343, ""38"": -16.666666666666657, ""39"": null, ""4"": 16.36363636363636, ""40"": 0.0, ""41"": 0.0, ""43"": 18.75, ""44"": 0.0, ""45"": null, ""46"": null, ""47"": 25.0, ""48"": 0.0, ""49"": 16.666666666666657, ""5"": 0.0, ""6"": 0.0, ""7"": -6.504065040650403, ""8"": -4.255319148936167, ""9"": 0.0}",/tmp/cloud3_results_k5bbj9te/trec/8-shot/seed-4/error_driven.json
trec,8,4,,,random_aug,52.2,56.72664306558748,-28.400000000000006,0.0,"{""0"": 0.0, ""1"": null, ""10"": 0.0, ""11"": -14.285714285714278, ""12"": -28.57142857142857, ""13"": 0.0, ""14"": 0.0, ""16"": -72.0, ""18"": 0.0, ""19"": 0.0, ""2"": 0.0, ""20"": 0.0, ""21"": -14.285714285714278, ""22"": 0.0, ""23"": 0.0, ""24"": 0.0, ""25"": 0.0, ""26"": 0.0, ""27"": -75.0, ""28"": 0.0, ""29"": -6.666666666666671, ""3"": 25.0, ""30"": 0.0, ""31"": 0.0, ""32"": 0.0, ""33"": null, ""34"": 0.0, ""35"": 0.0, ""36"": 0.0, ""37"": 0.0, ""38"": 0.0, ""39"": null, ""4"": 10.909090909090907, ""40"": 0.0, ""41"": 0.0, ""43"": 0.0, ""44"": 0.0, ""45"": null, ""46"": null, ""47"": 25.0, ""48"": 0.0, ""49"": -16.666666666666686, ""5"": 0.0, ""6"": 0.0, ""7"": -85.36585365853658, ""8"": 0.0, ""9"": -16.666666666666657}",/tmp/cloud3_results_k5bbj9te/trec/8-shot/seed-4/random_aug.json
trec,8,4,,,vanilla,80.60000000000001,66.89417726708359,0.0,28.400000000000006,"{""0"": 0.0, ""1"": null, ""10"": 0.0, ""11"": 0.0, ""12"": 0.0, ""13"": 0.0, ""14"": 0.0, ""16"": 0.0, ""18"": 0.0, ""19"": 0.0, ""2"": 0.0, ""20"": 0.0, ""21"": 0.0, ""22"": 0.0, ""23"": 0.0, ""24"": 0.0, ""25"": 0.0, ""26"": 0.0, ""27"": 0.0, ""28"": 0.0, ""29"": 0.0, ""3"": 0.0, ""30"": 0.0, ""31"": 0.0, ""32"": 0.0, ""33"": null, ""34"": 0.0, ""35"": 0.0, ""36"": 0.0, ""37"": 0.0, ""38"": 0.0, ""4"": 0.0, ""40"": 0.0, ""41"": 0.0, ""43"": 0.0, ""44"": 0.0, ""45"": null, ""46"": null, ""47"": 0.0, ""48"": 0.0, ""49"": 0.0, ""5"": 0.0, ""6"": 0.0, ""7"": 0.0, ""8"": 0.0, ""9"": 0.0}",/tmp/cloud3_results_k5bbj9te/trec/8-shot/seed-4/vanilla.json
trec,16,0,,,error_driven,86.0,74.74469734847283,3.4000000000000057,3.8000000000000114,"{""0"": 0.0, ""10"": 50.0, ""11"": 0.0, ""12"": -28.571428571428577, ""13"": 0.0, ""14"": 8.333333333333332, ""16"": 10.0, ""18"": 0.0, ""19"": 0.0, ""2"": 0.0, ""20"": 0.0, ""21"": 14.285714285714292, ""22"": 0.0, ""23"": 0.0, ""24"": 0.0, ""25"": -33.33333333333334, ""26"": 0.0, ""27"": 75.0, ""28"": 12.5, ""29"": 0.0, ""3"": 0.0, ""30"": 0.0, ""31"": 20.0, ""32"": 0.0, ""33"": null, ""34"": -66.66666666666667, ""35"": 0.0, ""36"": 0.0, ""37"": -16.666666666666664, ""38"": 0.0, ""39"": null, ""4"": 9.090909090909093, ""40"": 0.0, ""41"": 0.0, ""43"": 0.0, ""44"": 0.0, ""45"": null, ""47"": 0.0, ""48"": 0.0, ""49"": 100.0, ""5"": 0.0, ""6"": 0.0, ""7"": 0.8130081300813004, ""8"": 0.0, ""9"": -16.666666666666686}",/tmp/cloud3_results_k5bbj9te/trec/16-shot/seed-0/error_driven.json
trec,16,0,,,random_aug,82.19999999999999,71.07961838324599,-0.4000000000000057,0.0,"{""0"": 0.0, ""1"": null, ""10"": 0.0, ""11"": 0.0, ""12"": -14.285714285714292, ""13"": 0.0, ""14"": 0.0, ""16"": -23.999999999999993, ""18"": 0.0, ""19"": 0.0, ""2"": 0.0, ""20"": 0.0, ""21"": 28.57142857142857, ""22"": 0.0, ""23"": 0.0, ""24"": 0.0, ""25"": 0.0, ""26"": 0.0, ""27"": 0.0, ""28"": 12.5, ""29"": 6.666666666666657, ""3"": 0.0, ""30"": 0.0, ""31"": 0.0, ""32"": 0.0, ""33"": null, ""34"": 0.0, ""35"": 0.0, ""36"": 0.0, ""37"": -16.666666666666664, ""38"": 0.0, ""39"": null, ""4"": 9.090909090909093, ""40"": 0.0, ""41"": 0.0, ""43"": 6.25, ""44"": 0.0, ""45"": null, ""47"": 0.0, ""48"": 0.0, ""49"": 83.33333333333334, ""5"": -16.666666666666686, ""6"": 0.0, ""7"": -0.8130081300813146, ""8"": 0.0, ""9"": 0.0}",/tmp/cloud3_results_k5bbj9te/trec/16-shot/seed-0/random_aug.json
trec,16,0,,,vanilla,82.6,66.72743730175088,0.0,0.4000000000000057,"{""0"": 0.0, ""10"": 0.0, ""11"": 0.0, ""12"": 0.0, ""13"": 0.0, ""14"": 0.0, ""16"": 0.0, ""18"": 0.0, ""19"": 0.0, ""2"": 0.0, ""20"": 0.0, ""21"": 0.0, ""22"": 0.0, ""23"": 0.0, ""24"": 0.0, ""25"": 0.0, ""26"": 0.0, ""27"": 0.0, ""28"": 0.0, ""29"": 0.0, ""3"": 0.0, ""30"": 0.0, ""31"": 0.0, ""32"": 0.0, ""33"": null, ""34"": 0.0, ""35"": 0.0, ""36"": 0.0, ""37"": 0.0, ""38"": 0.0, ""39"": null, ""4"": 0.0, ""40"": 0.0, ""41"": 0.0, ""43"": 0.0, ""44"": 0.0, ""45"": null, ""47"": 0.0, ""48"": 0.0, ""49"": 0.0, ""5"": 0.0, ""6"": 0.0, ""7"": 0.0, ""8"": 0.0, ""9"": 0.0}",/tmp/cloud3_results_k5bbj9te/trec/16-shot/seed-0/vanilla.json
trec,16,1,,,error_driven,86.4,74.09916936080457,0.8000000000000114,3.6000000000000085,"{""0"": 0.0, ""1"": null, ""10"": 0.0, ""11"": 0.0, ""12"": 14.285714285714285, ""13"": 0.0, ""14"": 0.0, ""16"": 8.0, ""18"": 0.0, ""19"": 0.0, ""2"": -12.5, ""20"": 0.0, ""21"": 0.0, ""22"": 0.0, ""23"": 0.0, ""24"": -50.0, ""25"": 0.0, ""26"": 0.0, ""27"": 25.0, ""28"": 0.0, ""29"": 0.0, ""3"": 0.0, ""30"": 0.0, ""31"": 0.0, ""32"": 0.0, ""34"": 0.0, ""35"": 0.0, ""36"": 0.0, ""37"": 16.666666666666657, ""38"": 0.0, ""39"": null, ""4"": -1.818181818181813, ""40"": 0.0, ""41"": 0.0, ""43"": 0.0, ""44"": 0.0, ""45"": null, ""47"": 0.0, ""48"": 0.0, ""49"": 83.33333333333334, ""5"": -49.99999999999999, ""6"": 0.0, ""7"": -1.626016260162615, ""8"": 0.0, ""9"": 0.0}",/tmp/cloud3_results_k5bbj9te/trec/16-shot/seed-1/error_driven.json
trec,16,1,,,random_aug,82.8,66.68541327809041,-2.799999999999997,0.0,"{""0"": 0.0, ""1"": null, ""10"": 0.0, ""11"": 0.0, ""12"": 14.285714285714285, ""13"": -22.22222222222223, ""14"": -8.333333333333332, ""16"": -12.0, ""18"": 0.0, ""19"": 0.0, ""2"": 0.0, ""20"": 0.0, ""21"": 14.285714285714292, ""22"": 0.0, ""23"": 0.0, ""24"": -50.0, ""25"": 0.0, ""26"": 0.0, ""27"": 25.0, ""28"": 0.0, ""29"": 0.0, ""3"": -12.5, ""30"": 0.0, ""31"": 0.0, ""32"": 0.0, ""33"": null, ""34"": 0.0, ""35"": 0.0, ""36"": 0.0, ""37"": 0.0, ""38"": -16.666666666666657, ""39"": null, ""4"": -3.6363636363636402, ""40"": 0.0, ""41"": 0.0, ""43"": -12.5, ""44"": 0.0, ""45"": null, ""46"": null, ""47"": 0.0, ""48"": 0.0, ""49"": 0.0, ""5"": -16.666666666666657, ""6"": 0.0, ""7"": 0.0, ""8"": 0.0, ""9"": 0.0}",/tmp/cloud3_results_k5bbj9te/trec/16-shot/seed-1/random_aug.json
trec,16,1,,,vanilla,85.6,71.59935688795714,0.0,2.799999999999997,"{""0"": 0.0, ""1"": null, ""10"": 0.0, ""11"": 0.0, ""12"": 0.0, ""13"": 0.0, ""14"": 0.0, ""16"": 0.0, ""18"": 0.0, ""19"": 0.0, ""2"": 0.0, ""20"": 0.0, ""21"": 0.0, ""22"": 0.0, ""23"": 0.0, ""24"": 0.0, ""25"": 0.0, ""26"": 0.0, ""27"": 0.0, ""28"": 0.0, ""29"": 0.0, ""3"": 0.0, ""30"": 0.0, ""31"": 0.0, ""32"": 0.0, ""34"": 0.0, ""35"": 0.0, ""36"": 0.0, ""37"": 0.0, ""38"": 0.0, ""39"": null, ""4"": 0.0, ""40"": 0.0, ""41"": 0.0, ""43"": 0.0, ""44"": 0.0, ""45"": null, ""47"": 0.0, ""48"": 0.0, ""49"": 0.0, ""5"": 0.0, ""6"": 0.0, ""7"": 0.0, ""8"": 0.0, ""9"": 0.0}",/tmp/cloud3_results_k5bbj9te/trec/16-shot/seed-1/vanilla.json
trec,16,2,,,error_driven,85.39999999999999,69.77462786791884,2.0,5.3999999999999915,"{""0"": 0.0, ""10"": 0.0, ""11"": 0.0, ""12"": 0.0, ""13"": -11.1111111111111, ""14"": -8.333333333333329, ""16"": 2.000000000000007, ""18"": 0.0, ""19"": 0.0, ""2"": -6.25, ""20"": 0.0, ""21"": 14.285714285714285, ""22"": -5.555555555555557, ""23"": 0.0, ""24"": 0.0, ""25"": 0.0, ""26"": -33.33333333333333, ""27"": 50.0, ""28"": 12.5, ""29"": -6.666666666666671, ""3"": 0.0, ""30"": 0.0, ""31"": 20.0, ""32"": 0.0, ""33"": null, ""34"": 0.0, ""35"": 0.0, ""36"": 0.0, ""37"": -8.333333333333343, ""38"": 0.0, ""39"": null, ""4"": -3.6363636363636402, ""40"": 0.0, ""41"": 0.0, ""43"": 6.25, ""44"": 0.0, ""45"": null, ""47"": 0.0, ""48"": 0.0, ""49"": 100.0, ""5"": -16.666666666666657, ""6"": 0.0, ""7"": 4.878048780487802, ""8"": 2.1276595744680833, ""9"": 0.0}",/tmp/cloud3_results_k5bbj9te/trec/16-shot/seed-2/error_driven.json
trec,16,2,,,random_aug,80.0,65.4490119309307,-3.3999999999999915,0.0,"{""0"": 0.0, ""10"": 0.0, ""11"": 0.0, ""12"": 0.0, ""13"": 0.0, ""14"": 0.0, ""16"": 4.000000000000007, ""18"": 0.0, ""19"": 0.0, ""2"": -37.5, ""20"": 0.0, ""21"": 14.285714285714285, ""22"": -11.1111111111111, ""23"": 0.0, ""24"": 0.0, ""25"": -33.33333333333334, ""26"": 0.0, ""27"": 50.0, ""28"": 0.0, ""29"": -6.666666666666671, ""3"": 25.0, ""30"": 0.0, ""31"": -20.0, ""32"": 0.0, ""33"": null, ""34"": 0.0, ""35"": 0.0, ""36"": 0.0, ""37"": -8.333333333333343, ""38"": 0.0, ""39"": null, ""4"": -9.090909090909093, ""40"": 0.0, ""41"": 0.0, ""43"": 0.0, ""44"": -20.0, ""45"": null, ""47"": 0.0, ""48"": 0.0, ""49"": 0.0, ""5"": 16.666666666666686, ""6"": 0.0, ""7"": -5.6910569105691025, ""8"": 0.0, ""9"": 0.0}",/tmp/cloud3_results_k5bbj9te/trec/16-shot/seed-2/random_aug.json
trec,16,2,,,vanilla,83.39999999999999,66.58901646435109,0.0,3.3999999999999915,"{""0"": 0.0, ""10"": 0.0, ""11"": 0.0, ""12"": 0.0, ""13"": 0.0, ""14"": 0.0, ""16"": 0.0, ""18"": 0.0, ""19"": 0.0, ""2"": 0.0, ""20"": 0.0, ""21"": 0.0, ""22"": 0.0, ""23"": 0.0, ""24"": 0.0, ""25"": 0.0, ""26"": 0.0, ""27"": 0.0, ""28"": 0.0, ""29"": 0.0, ""3"": 0.0, ""30"": 0.0, ""31"": 0.0, ""32"": 0.0, ""33"": null, ""34"": 0.0, ""35"": 0.0, ""36"": 0.0, ""37"": 0.0, ""38"": 0.0, ""39"": null, ""4"": 0.0, ""40"": 0.0, ""41"": 0.0, ""43"": 0.0, ""44"": 0.0, ""45"": null, ""47"": 0.0, ""48"": 0.0, ""49"": 0.0, ""5"": 0.0, ""6"": 0.0, ""7"": 0.0, ""8"": 0.0, ""9"": 0.0}",/tmp/cloud3_results_k5bbj9te/trec/16-shot/seed-2/vanilla.json
trec,16,3,,,error_driven,78.8,66.29193578032864,-0.4000000000000057,3.5999999999999943,"{""0"": 0.0, ""10"": 0.0, ""11"": 0.0, ""12"": 28.57142857142857, ""13"": 11.1111111111111, ""14"": 8.333333333333329, ""16"": 0.0, ""18"": 0.0, ""19"": 0.0, ""2"": 12.5, ""20"": 0.0, ""21"": 0.0, ""22"": 0.0, ""23"": 0.0, ""24"": 0.0, ""25"": 0.0, ""26"": 0.0, ""27"": -25.0, ""28"": 0.0, ""29"": -6.666666666666657, ""3"": -25.0, ""30"": 0.0, ""31"": 20.0, ""32"": 0.0, ""33"": null, ""34"": 0.0, ""35"": 0.0, ""36"": 0.0, ""37"": 8.333333333333336, ""38"": 0.0, ""39"": null, ""4"": 0.0, ""40"": 0.0, ""41"": -33.33333333333334, ""43"": 0.0, ""44"": 0.0, ""45"": null, ""47"": 0.0, ""48"": 0.0, ""49"": 0.0, ""5"": -33.33333333333334, ""6"": 0.0, ""7"": -1.6260162601626007, ""8"": -2.1276595744680833, ""9"": 0.0}",/tmp/cloud3_results_k5bbj9te/trec/16-shot/seed-3/error_driven.json
trec,16,3,,,random_aug,75.2,63.821954193195566,-4.0,0.0,"{""0"": 0.0, ""10"": 0.0, ""11"": 0.0, ""12"": 0.0, ""13"": 0.0, ""14"": 0.0, ""16"": 0.0, ""18"": 0.0, ""19"": 0.0, ""2"": 12.5, ""20"": 0.0, ""21"": -14.285714285714292, ""22"": 0.0, ""23"": 0.0, ""24"": 0.0, ""25"": 33.33333333333334, ""26"": 33.33333333333334, ""27"": -50.0, ""28"": 0.0, ""29"": -13.333333333333329, ""3"": 12.5, ""30"": 0.0, ""31"": 20.0, ""32"": 0.0, ""33"": null, ""34"": 0.0, ""35"": 0.0, ""36"": 0.0, ""37"": 0.0, ""38"": 0.0, ""39"": null, ""4"": -1.818181818181813, ""40"": 0.0, ""41"": 0.0, ""43"": 0.0, ""44"": 0.0, ""45"": null, ""47"": 0.0, ""48"": 0.0, ""49"": 0.0, ""5"": -33.33333333333334, ""6"": 0.0, ""7"": -13.821138211382113, ""8"": -2.1276595744680833, ""9"": 0.0}",/tmp/cloud3_results_k5bbj9te/trec/16-shot/seed-3/random_aug.json
trec,16,3,,,vanilla,79.2,65.26414186122223,0.0,4.0,"{""0"": 0.0, ""10"": 0.0, ""11"": 0.0, ""12"": 0.0, ""13"": 0.0, ""14"": 0.0, ""16"": 0.0, ""18"": 0.0, ""19"": 0.0, ""2"": 0.0, ""20"": 0.0, ""21"": 0.0, ""22"": 0.0, ""23"": 0.0, ""24"": 0.0, ""25"": 0.0, ""26"": 0.0, ""27"": 0.0, ""28"": 0.0, ""29"": 0.0, ""3"": 0.0, ""30"": 0.0, ""31"": 0.0, ""32"": 0.0, ""33"": null, ""34"": 0.0, ""35"": 0.0, ""36"": 0.0, ""37"": 0.0, ""38"": 0.0, ""39"": null, ""4"": 0.0, ""40"": 0.0, ""41"": 0.0, ""43"": 0.0, ""44"": 0.0, ""45"": null, ""47"": 0.0, ""48"": 0.0, ""49"": 0.0, ""5"": 0.0, ""6"": 0.0, ""7"": 0.0, ""8"": 0.0, ""9"": 0.0}",/tmp/cloud3_results_k5bbj9te/trec/16-shot/seed-3/vanilla.json
trec,16,4,,,error_driven,82.39999999999999,68.72948686747192,0.20000000000000284,9.599999999999994,"{""0"": 0.0, ""1"": null, ""10"": 0.0, ""11"": 0.0, ""12"": 0.0, ""13"": 0.0, ""14"": -16.666666666666664, ""16"": 2.0, ""18"": 0.0, ""19"": 0.0, ""2"": 0.0, ""20"": 0.0, ""21"": 0.0, ""22"": 0.0, ""23"": 0.0, ""24"": -50.0, ""25"": 0.0, ""26"": 33.33333333333334, ""27"": -50.0, ""28"": 0.0, ""29"": 6.666666666666671, ""3"": -62.5, ""30"": 0.0, ""31"": -20.0, ""32"": 0.0, ""33"": null, ""34"": 0.0, ""35"": 0.0, ""36"": 0.0, ""37"": 0.0, ""38"": 0.0, ""39"": null, ""4"": 7.272727272727266, ""40"": 0.0, ""41"": 0.0, ""43"": -6.25, ""44"": 0.0, ""45"": null, ""47"": 0.0, ""48"": 0.0, ""49"": 100.0, ""5"": 0.0, ""6"": 0.0, ""7"": 0.0, ""8"": 0.0, ""9"": 0.0}",/tmp/cloud3_results_k5bbj9te/trec/16-shot/seed-4/error_driven.json
